cpe,rows,Descrição,Estado,Comercializador,CPE,Morada do Local de Consumo,Data de Inicio do Contrato,Data de Fim do Contrato,Tipo de Instalação,Potência Contratada,Potência Certificada,Potência Máxima Admissível/Requisitada,Nome,NIF,Morada de Correspondência,Email,Telefone,Telemóvel,consumos,abastecimento
PT0002000108091095XE,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000108091095XE,Rua Vitor Cunha Rego 2 LJ Cfute 1750-377 Lisboa,2016-10-29,-,Trifásica,118.00 kVA,276.00 kVA,276.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065171875QK,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065171875QK,Estr Chelas 101 -- 1900-150 Lisboa,2016-10-29,-,Trifásica,195.00 kVA,264.00 kVA,264.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065181799BD,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065181799BD,Prc Imperio 9003 -- Fonte 1400-206 Lisboa,2016-10-29,-,Trifásica,81.00 kVA,396.00 kVA,396.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000067952514AY,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000067952514AY,Trav S Tome 5 -- 1100-565 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,198.00 kVA,198.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000075895032PA,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000075895032PA,Av Dom Joao Ii Lt 9003 -- Acs 6 1900 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000100127768KP,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000100127768KP,Av Forcas Armadas 123 A Biblio 1600-079 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,130.00 kVA,130.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065163638AH,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065163638AH,Rua Afonso Albuquerque 9 -- 1100-009 Lisboa,2016-10-29,-,Trifásica,76.00 kVA,144.00 kVA,144.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000073174219TK,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000073174219TK,Prc Municipio 9003 -- Pacos 1100-365 Lisboa,2016-10-29,-,Trifásica,186.00 kVA,660.00 kVA,660.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000072658512AC,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000072658512AC,Bair Furnas R Oliveiras 9005 -- Social 1500 Lisboa,2016-10-29,-,Trifásica,52.00 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065168156QM,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065168156QM,Estr Benfica 368 1500-100 Lisboa,2016-10-29,-,Trifásica,43.00 kVA,99.00 kVA,99.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000103534093WX,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000103534093WX,Av Santo Condestavel 9000 WC Wc 1950-392 Lisboa,2016-10-29,-,Trifásica,52.00 kVA,49.50 kVA,49.50 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065177658SP,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065177658SP,Av Estados Unidos America 9001 ++ Tunel 1700 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,132.00 kVA,132.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076614472PA,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076614472PA,Doca Olivais 3 -- La 1990 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065188508GW,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065188508GW,Merc 24 Julho Lj 9000 Q2 Mercad 1200-479 Lisboa,2016-10-29,-,Trifásica,94.00 kVA,250.00 kVA,250.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076617027GM,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076617027GM,Al Oceanos 3 -- Fonte3 1990-196 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000118040851WR,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000118040851WR,Qnta Fontes 9003 BI Bibli 1900 Lisboa,2016-10-29,-,Trifásica,64.00 kVA,276.00 kVA,276.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000110555925CB,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000110555925CB,Rua Antonio Patricio 26 Cml 1700-048 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,48.00 kVA,48.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000101572557WY,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000101572557WY,Prc Jose Queiros 1 3esc5 1800-237 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,70.00 kVA,70.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000068692135YQ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000068692135YQ,Az Lameiros 9010 -- Cemite 1600-485 Lisboa,2016-10-29,-,Trifásica,79.00 kVA,198.00 kVA,198.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000067952593YQ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000067952593YQ,Camp Grande 13 ++ 1700-087 Lisboa,2016-10-29,-,Trifásica,135.00 kVA,345.00 kVA,345.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000117710074HX,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000117710074HX,Trav Lagares 21 1100-300 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,125.00 kVA,125.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065192478SQ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065192478SQ,Av Republica 21 A 1050-185 Lisboa,2016-10-29,-,Trifásica,43.00 kVA,132.00 kVA,132.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065189945CJ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065189945CJ,Av Padua 9002 -- Cemite 1800 Lisboa,2016-10-29,-,Trifásica,57.00 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000101132989AZ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000101132989AZ,Estr Telheiras 146 BI 1600 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,298.00 kVA,298.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000075906816ZB,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000075906816ZB,Av Dom Joao Ii Lt 9007 -- Acs 7 1900 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000073394881AK,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000073394881AK,Av Roma 14 -- 1000-265 Lisboa,2016-10-29,-,Trifásica,155.00 kVA,660.00 kVA,660.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000077497553SE,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000077497553SE,Parq Eduardo Vii 9022 -- Pavilh 1070-099 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000075906805ZT,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000075906805ZT,Av Dom Joao Ii Lt 9006 -- Acs 5 1950-156 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000080001962KF,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000080001962KF,Av Dr Alfredo Bensaude 9021 -- Tunel 1849-010 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000069932039AJ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000069932039AJ,Parq Florestal Monsanto 9029 -- Ecolog 1500 Lisboa,2016-10-30,-,Trifásica,41.41 kVA,198.00 kVA,198.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000084654521KB,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000084654521KB,Av Dr Francisco L Gomes 9006 --  Parq 1800-177 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.00 kVA,49.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065190222DZ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065190222DZ,Parq Eduardo Vii 9001 EF Estufa 1070-099 Lisboa,2016-10-29,-,Trifásica,156.00 kVA,110.00 kVA,110.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000103322488WM,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000103322488WM,Av Santo Condestavel 9019 TU Tunel 1950-392 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,50.00 kVA,50.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076617459TT,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076617459TT,Al Oceanos 8 -- 1990-618 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000109914484FV,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000109914484FV,Urb Alto Lumiar Lt 9004 LG Motor 1750-055 Lisboa,2016-10-29,-,Trifásica,58.00 kVA,190.00 kVA,190.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065176906MS,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065176906MS,Rua Dr Jose Espiri Santo 9001 -- Bombei 1900 Lisboa,2016-10-29,-,Trifásica,125.00 kVA,198.00 kVA,198.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076617051MY,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076617051MY,Parq Expo 9183 -- 1990 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000074034292CD,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000074034292CD,Prc Eduardo Mondlane Lt 554 --  A 1950-103 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065183056CR,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065183056CR,Jard Estrela 9001 -- Ferrme 1200-667 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076614552BZ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076614552BZ,Doca Olivais 1 -- La 1990 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076614175HM,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076614175HM,Jard D'agua 5 -- La 1990 Lisboa,2016-10-29,-,Trifásica,166.00 kVA,345.00 kVA,345.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000083260248MK,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000083260248MK,Av Cidade De Luanda Lt 9000 -- Blrc 1800 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.50 kVA,49.50 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065191896JD,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065191896JD,Rua Prof Lima Basto 69 ++ 1070-210 Lisboa,2016-10-29,-,Trifásica,66.00 kVA,104.00 kVA,104.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000077675605YP,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000077675605YP,Rotu Passeio Do Levante 9001 -- Lt 474 1990-374 Lisboa,2016-10-29,-,Trifásica,45.00 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000074109531WS,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000074109531WS,Rua D Luis I 10 ++ 1200-151 Lisboa,2016-10-29,-,Trifásica,123.00 kVA,580.00 kVA,580.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076621226WH,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076621226WH,Al Oceanos 2 -- Fonte2 1990-618 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000076621421BY,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000076621421BY,Al Oceanos 5 -- Fonte5 1990-196 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,69.00 kVA,69.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065188428TZ,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065188428TZ,Rua Marvila 59 1950-197 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,62.00 kVA,62.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000083333354XX,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000083333354XX,Av Avelino Teixeir Mota 9001 -- Cszn 1 1950-034 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,76.00 kVA,76.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000083688587EP,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000083688587EP,Rua Tomas Ribeiro 65 --  Cc6p1 1050-227 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,49.50 kVA,49.50 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
PT0002000065169811LG,row 1,LISBOA,Ativo,GALP POWER SA,PT0002000065169811LG,Larg Calvario 2 -- 1300 Lisboa,2016-10-29,-,Trifásica,41.41 kVA,66.00 kVA,66.00 kVA,Municipio De Lisboa ,PT500051070,Edificio Camara Munic Lisboa 25 8º Blo 1749-099 Lisboa ,MARGARIDA.PORTELA@CM-LISBOA.PT,21XXXXX47,918395778,True,BTE
